Symbol,Ex-Div Date,Record Date,Pay Date,Frequency,Amount,Adj. Amount
SPY,2021-12-17,2021-12-20,2022-01-31,Quarterly,1.6364,1.6364
SPY,2021-09-17,2021-09-20,2021-10-29,Quarterly,1.4281,1.4281
SPY,2021-06-18,2021-06-21,2021-07-30,Quarterly,1.3759,1.3759
SPY,2021-03-19,2021-03-22,2021-04-30,Quarterly,1.2778,1.2778
SPY,2020-12-18,2020-12-21,2021-01-29,Quarterly,1.58,1.58
SPY,2020-09-18,2020-09-21,2020-10-30,Quarterly,1.3392,1.3392
SPY,2020-06-19,2020-06-22,2020-07-31,Quarterly,1.3662,1.3662
SPY,2020-03-20,2020-03-23,2020-04-30,Quarterly,1.4056,1.4056
SPY,2019-12-20,2019-12-23,2020-01-31,Quarterly,1.57,1.57
SPY,2019-09-20,2019-09-23,2019-10-31,Quarterly,1.3836,1.3836
SPY,2019-06-21,2019-06-24,2019-07-31,Quarterly,1.4316,1.4316
SPY,2019-03-15,2019-03-18,2019-04-30,Quarterly,1.2331,1.2331
SPY,2018-12-21,2018-12-24,2019-01-31,Quarterly,1.4354,1.4354
SPY,2018-09-21,2018-09-24,2018-10-31,Quarterly,1.3226,1.3226
SPY,2018-06-15,2018-06-18,2018-07-31,Quarterly,1.2456,1.2456
SPY,2018-03-16,2018-03-19,2018-04-30,Quarterly,1.0968,1.0968
SPY,2017-12-15,2017-12-18,2018-01-31,Quarterly,1.3513,1.3513
SPY,2017-09-15,2017-09-18,2017-10-31,Quarterly,1.2346,1.2346
SPY,2017-06-16,2017-06-20,2017-07-31,Quarterly,1.1831,1.1831
SPY,2017-03-17,2017-03-21,2017-04-28,Quarterly,1.0331,1.0331
SPY,2016-12-16,2016-12-20,2017-01-31,Quarterly,1.3289,1.3289
SPY,2016-09-16,2016-09-20,2016-10-31,Quarterly,1.0821,1.0821
SPY,2016-06-17,2016-06-21,2016-07-29,Quarterly,1.0784,1.0784
SPY,2016-03-18,2016-03-22,2016-04-29,Quarterly,1.0496,1.0496
SPY,2015-12-18,2015-12-22,2016-01-29,Quarterly,1.2115,1.2115
SPY,2015-09-18,2015-09-22,2015-10-30,Quarterly,1.0334,1.0334
SPY,2015-06-19,2015-06-23,2015-07-31,Quarterly,1.0301,1.0301
SPY,2015-03-20,2015-03-24,2015-04-30,Quarterly,0.9308,0.9308
SPY,2014-12-19,2014-12-23,2015-01-30,Quarterly,1.1349,1.1349
SPY,2014-09-19,2014-09-23,2014-10-31,Quarterly,0.9392,0.9392
SPY,2014-06-20,2014-06-24,2014-07-31,Quarterly,0.9367,0.9367
SPY,2014-03-21,2014-03-25,2014-04-30,Quarterly,0.8246,0.8246
SPY,2013-12-20,2013-12-24,2014-01-31,Quarterly,0.9802,0.9802
SPY,2013-09-20,2013-09-24,2013-10-31,Quarterly,0.8379,0.8379
SPY,2013-06-21,2013-06-25,2013-07-31,Quarterly,0.8391,0.8391
SPY,2013-03-15,2013-03-19,2013-04-30,Quarterly,0.6937,0.6937
SPY,2012-12-21,2012-12-26,2013-01-31,Quarterly,1.0218,1.0218
SPY,2012-09-21,2012-09-25,2012-10-31,Quarterly,0.7794,0.7794
SPY,2012-06-15,2012-06-19,2012-07-31,Quarterly,0.6883,0.6883
SPY,2012-03-16,2012-03-20,2012-04-30,Quarterly,0.6139,0.6139
SPY,2011-12-16,2011-12-20,2012-01-31,Quarterly,0.7701,0.7701
SPY,2011-09-16,2011-09-20,2011-10-31,Quarterly,0.625,0.625
SPY,2011-06-17,2011-06-21,2011-07-29,Quarterly,0.6276,0.6276
SPY,2011-03-18,2011-03-22,2011-04-29,Quarterly,0.5533,0.5533
SPY,2010-12-17,2010-12-21,2011-01-31,Quarterly,0.6528,0.6528
SPY,2010-09-17,2010-09-21,2010-10-29,Quarterly,0.6021,0.6021
SPY,2010-06-18,2010-06-22,2010-07-30,Quarterly,0.5313,0.5313
SPY,2010-03-19,2010-03-23,2010-04-30,Quarterly,0.4804,0.4804
SPY,2009-12-18,2009-12-22,2010-01-29,Quarterly,0.5902,0.5902
SPY,2009-09-18,2009-09-22,2009-10-30,Quarterly,0.5083,0.5083
SPY,2009-06-19,2009-06-23,2009-07-31,Quarterly,0.5182,0.5182
SPY,2009-03-20,2009-03-24,2009-04-30,Quarterly,0.5614,0.5614
SPY,2008-12-19,2008-12-23,2009-01-30,Quarterly,0.7193,0.7193
SPY,2008-09-19,2008-09-23,2008-10-31,Quarterly,0.6909,0.6909
SPY,2008-06-20,2008-06-24,2008-07-31,Quarterly,0.6692,0.6692
SPY,2008-03-20,2008-03-25,2008-04-30,Quarterly,0.642,0.642
SPY,2007-12-21,2007-12-26,2008-01-31,Quarterly,0.7754,0.7754
SPY,2007-09-21,2007-09-25,2007-10-31,Quarterly,0.7187,0.7187
SPY,2007-06-15,2007-06-19,2007-07-31,Quarterly,0.6556,0.6556
SPY,2007-03-16,2007-03-20,2007-04-30,Quarterly,0.5513,0.5513
SPY,2006-12-15,2006-12-19,2007-01-31,Quarterly,0.7926,0.7926
SPY,2006-09-15,2006-09-19,2006-10-31,Quarterly,0.5793,0.5793
SPY,2006-06-16,2006-06-20,2006-07-31,Quarterly,0.5555,0.5555
SPY,2006-03-17,2006-03-21,2006-04-28,Quarterly,0.5195,0.5195
SPY,2005-12-16,2005-12-20,2006-01-31,Quarterly,0.6717,0.6717
SPY,2005-09-16,2005-09-20,2005-10-31,Quarterly,0.5217,0.5217
SPY,2005-06-17,2005-06-21,2005-07-29,Quarterly,0.4876,0.4876
SPY,2005-03-18,2005-03-22,2005-04-29,Quarterly,0.4671,0.4671
SPY,2004-12-17,2004-12-21,2005-01-31,Quarterly,0.5679,0.5679
SPY,2004-11-15,2004-11-17,2004-12-02,Other,0.351,0.351
SPY,2004-09-17,2004-09-21,2004-10-29,Quarterly,0.4688,0.4688
SPY,2004-06-18,2004-06-22,2004-07-30,Quarterly,0.4138,0.4138
SPY,2004-03-19,2004-03-23,2004-04-30,Quarterly,0.3948,0.3948
SPY,2003-12-19,2003-12-23,2004-01-30,Quarterly,0.5156,0.5156
SPY,2003-09-19,2003-09-23,2003-10-31,Quarterly,0.4001,0.4001
SPY,2003-06-20,2003-06-24,2003-07-31,Quarterly,0.3603,0.3603
SPY,2003-03-21,2003-03-25,2003-04-30,Quarterly,0.3544,0.3544
SPY,2002-12-20,2002-12-24,2003-01-31,Quarterly,0.4358,0.4358
SPY,2002-09-20,2002-09-24,2002-10-31,Quarterly,0.3781,0.3781
SPY,2002-06-21,2002-06-25,2002-07-31,Quarterly,0.3534,0.3534
SPY,2002-03-15,2002-03-19,2002-04-30,Quarterly,0.331,0.331
SPY,2001-12-21,2001-12-26,2002-01-31,Quarterly,0.3928,0.3928
SPY,2001-09-21,2001-09-25,2001-10-31,Quarterly,0.369,0.369
SPY,2001-06-15,2001-06-19,2001-07-31,Quarterly,0.3464,0.3464
SPY,2001-03-16,2001-03-20,2001-04-30,Quarterly,0.3155,0.3155
SPY,2000-12-15,2000-12-19,2001-01-31,Quarterly,0.4113,0.4113
SPY,2000-09-15,2000-09-19,2000-10-31,Quarterly,0.3753,0.3753
SPY,2000-06-16,2000-06-20,2000-07-31,Quarterly,0.3484,0.3484
SPY,2000-03-17,2000-03-21,2000-04-28,Quarterly,0.3708,0.3708
SPY,1999-12-17,1999-12-21,2000-01-31,Quarterly,0.3476,0.3476
SPY,1999-09-17,1999-09-21,1999-10-29,Quarterly,0.3722,0.3722
SPY,1999-06-18,1999-06-22,1999-07-30,Quarterly,0.405,0.405
SPY,1999-03-19,1999-03-23,1999-04-30,Quarterly,0.3199,0.3199
SPY,1998-12-18,1998-12-22,1999-01-29,Quarterly,0.3918,0.3918
SPY,1998-09-18,1998-09-22,1998-10-30,Quarterly,0.3585,0.3585
SPY,1998-06-19,1998-06-23,1998-07-31,Quarterly,0.352,0.352
SPY,1998-03-20,1998-03-24,1998-04-30,Quarterly,0.3134,0.3134
SPY,1997-12-19,1997-12-23,1998-01-31,Quarterly,0.3795,0.3795
SPY,1997-09-19,1997-09-23,1997-10-31,Quarterly,0.3484,0.3484
SPY,1997-06-20,1997-06-24,1997-07-31,Quarterly,0.35,0.35
SPY,1997-03-21,1997-03-25,1997-04-30,Quarterly,0.2993,0.2993
SPY,1996-12-20,1996-12-24,1997-01-31,Quarterly,0.3668,0.3668
SPY,1996-12-20,1996-12-24,1997-01-31,Annual,0.04,0.04
SPY,1996-09-20,1996-09-24,1996-10-31,Quarterly,0.3519,0.3519
SPY,1996-06-21,1996-06-25,1996-07-31,Quarterly,0.3509,0.3509
SPY,1996-03-15,1996-03-19,1996-04-30,Quarterly,0.2854,0.2854
SPY,1995-12-15,1995-12-19,1996-01-31,Quarterly,0.382,0.382
SPY,1995-09-15,1995-09-19,1995-10-31,Quarterly,0.3123,0.3123
SPY,1995-06-16,1995-06-20,1995-07-31,Quarterly,0.3162,0.3162
SPY,1995-03-13,1995-03-17,1995-04-28,Quarterly,0.2682,0.2682
SPY,1994-12-16,1994-12-22,1995-01-31,Quarterly,0.3627,0.3627
SPY,1994-09-16,1994-09-23,1994-10-31,Quarterly,0.2882,0.2882
SPY,1994-06-17,1994-06-23,1994-07-29,Quarterly,0.305,0.305
SPY,1994-03-18,1994-03-24,1994-04-29,Quarterly,0.2712,0.2712
SPY,1993-12-17,1993-12-23,1994-01-31,Quarterly,0.3172,0.3172
SPY,1993-09-17,1993-09-23,1993-10-29,Quarterly,0.2862,0.2862
SPY,1993-06-18,1993-06-24,1993-07-30,Quarterly,0.318,0.318
SPY,1993-03-19,1993-03-25,1993-04-30,Other,0.2132,0.2132
TLT,2021-12-16,2021-12-17,2021-12-22,Monthly,0.1676,0.1676
TLT,2021-12-01,2021-12-02,2021-12-07,Monthly,0.1842,0.1842
TLT,2021-11-01,2021-11-02,2021-11-05,Monthly,0.1882,0.1882
TLT,2021-10-01,2021-10-04,2021-10-07,Monthly,0.1831,0.1831
TLT,2021-09-01,2021-09-02,2021-09-08,Monthly,0.1893,0.1893
TLT,2021-08-02,2021-08-03,2021-08-06,Monthly,0.1817,0.1817
TLT,2021-07-01,2021-07-02,2021-07-08,Monthly,0.1875,0.1875
TLT,2021-06-01,2021-06-02,2021-06-07,Monthly,0.1993,0.1993
TLT,2021-05-03,2021-05-04,2021-05-07,Monthly,0.2031,0.2031
TLT,2021-04-01,2021-04-05,2021-04-08,Monthly,0.1851,0.1851
TLT,2021-03-01,2021-03-02,2021-03-05,Monthly,0.1717,0.1717
TLT,2021-02-01,2021-02-02,2021-02-05,Monthly,0.1758,0.1758
TLT,2020-12-17,2020-12-18,2020-12-23,Monthly,0.1639,0.1639
TLT,2020-12-01,2020-12-02,2020-12-07,Monthly,0.163,0.163
TLT,2020-11-02,2020-11-03,2020-11-06,Monthly,0.1695,0.1695
TLT,2020-10-01,2020-10-02,2020-10-07,Monthly,0.1691,0.1691
TLT,2020-09-01,2020-09-02,2020-09-08,Monthly,0.1829,0.1829
TLT,2020-08-03,2020-08-04,2020-08-07,Monthly,0.1901,0.1901
TLT,2020-07-01,2020-07-02,2020-07-08,Monthly,0.1917,0.1917
TLT,2020-06-01,2020-06-02,2020-06-05,Monthly,0.2102,0.2102
TLT,2020-05-01,2020-05-04,2020-05-07,Monthly,0.2162,0.2162
TLT,2020-04-01,2020-04-02,2020-04-07,Monthly,0.238,0.238
TLT,2020-03-02,2020-03-03,2020-03-06,Monthly,0.2292,0.2292
TLT,2020-02-03,2020-02-04,2020-02-07,Monthly,0.242,0.242
TLT,2019-12-19,2019-12-20,2019-12-26,Monthly,0.2176,0.2176
TLT,2019-12-02,2019-12-03,2019-12-06,Monthly,0.2405,0.2405
TLT,2019-11-01,2019-11-04,2019-11-07,Monthly,0.2456,0.2456
TLT,2019-10-01,2019-10-02,2019-10-07,Monthly,0.2501,0.2501
TLT,2019-09-03,2019-09-04,2019-09-09,Monthly,0.2602,0.2602
TLT,2019-08-01,2019-08-02,2019-08-07,Monthly,0.264,0.264
TLT,2019-07-01,2019-07-02,2019-07-08,Monthly,0.2602,0.2602
TLT,2019-06-03,2019-06-04,2019-06-07,Monthly,0.2695,0.2695
TLT,2019-05-01,2019-05-02,2019-05-07,Monthly,0.2589,0.2589
TLT,2019-04-01,2019-04-02,2019-04-05,Monthly,0.2782,0.2782
TLT,2019-03-01,2019-03-04,2019-03-07,Monthly,0.2533,0.2533
TLT,2019-02-01,2019-02-04,2019-02-07,Monthly,0.2748,0.2748
TLT,2018-12-18,2018-12-19,2018-12-24,Monthly,0.2819,0.2819
TLT,2018-12-03,2018-12-04,2018-12-07,Monthly,0.2668,0.2668
TLT,2018-11-01,2018-11-02,2018-11-07,Monthly,0.2747,0.2747
TLT,2018-10-01,2018-10-02,2018-10-05,Monthly,0.2609,0.2609
TLT,2018-09-04,2018-09-05,2018-09-10,Monthly,0.2723,0.2723
TLT,2018-08-01,2018-08-02,2018-08-07,Monthly,0.2668,0.2668
TLT,2018-07-02,2018-07-03,2018-07-09,Monthly,0.2749,0.2749
TLT,2018-06-01,2018-06-04,2018-06-07,Monthly,0.2807,0.2807
TLT,2018-05-01,2018-05-02,2018-05-07,Monthly,0.2621,0.2621
TLT,2018-04-02,2018-04-03,2018-04-06,Monthly,0.2604,0.2604
TLT,2018-03-01,2018-03-02,2018-03-07,Monthly,0.239,0.239
TLT,2018-02-01,2018-02-02,2018-02-07,Monthly,0.2546,0.2546
TLT,2017-12-21,2017-12-22,2017-12-28,Monthly,0.2616,0.2616
TLT,2017-12-01,2017-12-04,2017-12-07,Monthly,0.2547,0.2547
TLT,2017-11-01,2017-11-02,2017-11-07,Monthly,0.2631,0.2631
TLT,2017-10-02,2017-10-03,2017-10-06,Monthly,0.2524,0.2524
TLT,2017-09-01,2017-09-06,2017-09-08,Monthly,0.2626,0.2626
TLT,2017-08-01,2017-08-03,2017-08-07,Monthly,0.2687,0.2687
TLT,2017-07-03,2017-07-06,2017-07-10,Monthly,0.2576,0.2576
TLT,2017-06-01,2017-06-05,2017-06-07,Monthly,0.263,0.263
TLT,2017-05-01,2017-05-03,2017-05-05,Monthly,0.2548,0.2548
TLT,2017-04-03,2017-04-05,2017-04-07,Monthly,0.2546,0.2546
TLT,2017-03-01,2017-03-03,2017-03-07,Monthly,0.2339,0.2339
TLT,2017-02-01,2017-02-03,2017-02-07,Monthly,0.2592,0.2592
TLT,2016-12-22,2016-12-27,2016-12-29,Monthly,0.3086,0.3086
TLT,2016-12-01,2016-12-05,2016-12-07,Monthly,0.2427,0.2427
TLT,2016-11-01,2016-11-03,2016-11-07,Monthly,0.2499,0.2499
TLT,2016-10-03,2016-10-05,2016-10-07,Monthly,0.2471,0.2471
TLT,2016-09-01,2016-09-06,2016-09-08,Monthly,0.2542,0.2542
TLT,2016-08-01,2016-08-03,2016-08-05,Monthly,0.2581,0.2581
TLT,2016-07-01,2016-07-06,2016-07-08,Monthly,0.2552,0.2552
TLT,2016-06-01,2016-06-03,2016-06-07,Monthly,0.2673,0.2673
TLT,2016-05-02,2016-05-04,2016-05-06,Monthly,0.2602,0.2602
TLT,2016-04-01,2016-04-05,2016-04-07,Monthly,0.2704,0.2704
TLT,2016-03-01,2016-03-03,2016-03-07,Monthly,0.2484,0.2484
TLT,2016-02-01,2016-02-03,2016-02-05,Monthly,0.241,0.241
TLT,2015-12-24,2015-12-29,2015-12-31,Monthly,0.254,0.254
TLT,2015-12-01,2015-12-03,2015-12-07,Monthly,0.2565,0.2565
TLT,2015-11-02,2015-11-04,2015-11-06,Monthly,0.2666,0.2666
TLT,2015-10-01,2015-10-05,2015-10-07,Monthly,0.2563,0.2563
TLT,2015-09-01,2015-09-03,2015-09-08,Monthly,0.2627,0.2627
TLT,2015-08-03,2015-08-05,2015-08-07,Monthly,0.2674,0.2674
TLT,2015-07-01,2015-07-06,2015-07-08,Monthly,0.2582,0.2582
TLT,2015-06-01,2015-06-03,2015-06-05,Monthly,0.2644,0.2644
TLT,2015-05-01,2015-05-05,2015-05-07,Monthly,0.2581,0.2581
TLT,2015-04-01,2015-04-06,2015-04-08,Monthly,0.2731,0.2731
TLT,2015-03-02,2015-03-04,2015-03-06,Monthly,0.2521,0.2521
TLT,2015-02-02,2015-02-04,2015-02-06,Monthly,0.279,0.279
TLT,2014-12-24,2014-12-29,2014-12-31,Monthly,0.2613,0.2613
TLT,2014-12-01,2014-12-03,2014-12-05,Monthly,0.2766,0.2766
TLT,2014-11-03,2014-11-05,2014-11-07,Monthly,0.29,0.29
TLT,2014-10-01,2014-10-03,2014-10-07,Monthly,0.2894,0.2894
TLT,2014-09-02,2014-09-04,2014-09-08,Monthly,0.271,0.271
TLT,2014-08-01,2014-08-05,2014-08-07,Monthly,0.2998,0.2998
TLT,2014-07-01,2014-07-03,2014-07-08,Monthly,0.2918,0.2918
TLT,2014-06-02,2014-06-04,2014-06-06,Monthly,0.2938,0.2938
TLT,2014-05-01,2014-05-05,2014-05-07,Monthly,0.2693,0.2693
TLT,2014-04-01,2014-04-03,2014-04-07,Monthly,0.2802,0.2802
TLT,2014-03-03,2014-03-05,2014-03-07,Monthly,0.2633,0.2633
TLT,2014-02-03,2014-02-05,2014-02-07,Monthly,0.2756,0.2756
TLT,2013-12-26,2013-12-30,2014-01-02,Monthly,0.3347,0.3347
TLT,2013-12-02,2013-12-04,2013-12-06,Monthly,0.31,0.31
TLT,2013-11-01,2013-11-05,2013-11-07,Monthly,0.2879,0.2879
TLT,2013-10-01,2013-10-03,2013-10-07,Monthly,0.2777,0.2777
TLT,2013-09-03,2013-09-05,2013-09-09,Monthly,0.279,0.279
TLT,2013-08-01,2013-08-05,2013-08-07,Monthly,0.27,0.27
TLT,2013-07-01,2013-07-03,2013-07-08,Monthly,0.2516,0.2516
TLT,2013-06-03,2013-06-05,2013-06-07,Monthly,0.2751,0.2751
TLT,2013-05-01,2013-05-03,2013-05-07,Monthly,0.2606,0.2606
TLT,2013-04-01,2013-04-03,2013-04-05,Monthly,0.2551,0.2551
TLT,2013-03-01,2013-03-05,2013-03-07,Monthly,0.2539,0.2539
TLT,2013-02-01,2013-02-05,2013-02-07,Monthly,0.2602,0.2602
TLT,2012-12-26,2012-12-28,2013-01-02,Monthly,0.2682,0.2682
TLT,2012-12-03,2012-12-05,2012-12-07,Monthly,0.2448,0.2448
TLT,2012-11-01,2012-11-05,2012-11-07,Monthly,0.2696,0.2696
TLT,2012-10-01,2012-10-03,2012-10-05,Monthly,0.2597,0.2597
TLT,2012-09-04,2012-09-06,2012-09-10,Monthly,0.2717,0.2717
TLT,2012-08-01,2012-08-03,2012-08-07,Monthly,0.2725,0.2725
TLT,2012-07-02,2012-07-05,2012-07-09,Monthly,0.2688,0.2688
TLT,2012-06-01,2012-06-05,2012-06-07,Monthly,0.2627,0.2627
TLT,2012-05-01,2012-05-03,2012-05-07,Monthly,0.2835,0.2835
TLT,2012-04-02,2012-04-04,2012-04-09,Monthly,0.29,0.29
TLT,2012-03-01,2012-03-05,2012-03-07,Monthly,0.2668,0.2668
TLT,2012-02-01,2012-02-03,2012-02-07,Monthly,0.2888,0.2888
TLT,2011-12-27,2011-12-29,2012-01-04,Monthly,0.3799,0.3799
TLT,2011-12-01,2011-12-05,2011-12-07,Monthly,0.2898,0.2898
TLT,2011-11-01,2011-11-03,2011-11-07,Monthly,0.2995,0.2995
TLT,2011-10-03,2011-10-05,2011-10-07,Monthly,0.3059,0.3059
TLT,2011-09-01,2011-09-06,2011-09-08,Monthly,0.3224,0.3224
TLT,2011-08-01,2011-08-03,2011-08-05,Monthly,0.3252,0.3252
TLT,2011-07-01,2011-07-06,2011-07-08,Monthly,0.3197,0.3197
TLT,2011-06-01,2011-06-03,2011-06-07,Monthly,0.352,0.352
TLT,2011-05-02,2011-05-04,2011-05-06,Monthly,0.4001,0.4001
TLT,2011-04-01,2011-04-05,2011-04-07,Monthly,0.3858,0.3858
TLT,2011-03-01,2011-03-03,2011-03-07,Monthly,0.2969,0.2969
TLT,2011-02-01,2011-02-03,2011-02-07,Monthly,0.32,0.32
TLT,2010-12-28,2010-12-30,2011-01-04,Monthly,0.3204,0.3204
TLT,2010-12-01,2010-12-03,2010-12-07,Monthly,0.3398,0.3398
TLT,2010-11-01,2010-11-03,2010-11-05,Monthly,0.3194,0.3194
TLT,2010-10-01,2010-10-05,2010-10-07,Monthly,0.3922,0.3922
TLT,2010-09-01,2010-09-03,2010-09-08,Monthly,0.3222,0.3222
TLT,2010-08-02,2010-08-04,2010-08-06,Monthly,0.3244,0.3244
TLT,2010-07-01,2010-07-06,2010-07-08,Monthly,0.3095,0.3095
TLT,2010-06-01,2010-06-03,2010-06-07,Monthly,0.3259,0.3259
TLT,2010-05-03,2010-05-05,2010-05-07,Monthly,0.32,0.32
TLT,2010-04-01,2010-04-06,2010-04-08,Monthly,0.3317,0.3317
TLT,2010-03-01,2010-03-03,2010-03-05,Monthly,0.2896,0.2896
TLT,2010-02-01,2010-02-03,2010-02-05,Monthly,0.3248,0.3248
TLT,2009-12-29,2009-12-31,2010-01-05,Monthly,0.3182,0.3182
TLT,2009-12-01,2009-12-03,2009-12-07,Monthly,0.3066,0.3066
TLT,2009-11-02,2009-11-04,2009-11-06,Monthly,0.3083,0.3083
TLT,2009-10-01,2009-10-05,2009-10-07,Monthly,0.3073,0.3073
TLT,2009-09-01,2009-09-03,2009-09-08,Monthly,0.3075,0.3075
TLT,2009-08-03,2009-08-05,2009-08-07,Monthly,0.3185,0.3185
TLT,2009-07-01,2009-07-06,2009-07-08,Monthly,0.3033,0.3033
TLT,2009-06-01,2009-06-03,2009-06-05,Monthly,0.3054,0.3054
TLT,2009-05-01,2009-05-05,2009-05-07,Monthly,0.2967,0.2967
TLT,2009-04-01,2009-04-03,2009-04-07,Monthly,0.3021,0.3021
TLT,2009-03-02,2009-03-04,2009-03-06,Monthly,0.2822,0.2822
TLT,2009-02-02,2009-02-04,2009-02-06,Monthly,0.2853,0.2853
TLT,2008-12-29,2008-12-31,2009-01-02,Monthly,0.4051,0.4051
TLT,2008-12-01,2008-12-03,2008-12-05,Monthly,0.355,0.355
TLT,2008-11-03,2008-11-05,2008-11-07,Monthly,0.37,0.37
TLT,2008-10-01,2008-10-03,2008-10-07,Monthly,0.29,0.29
TLT,2008-09-02,2008-09-04,2008-09-08,Monthly,0.34,0.34
TLT,2008-08-01,2008-08-05,2008-08-07,Monthly,0.3325,0.3325
TLT,2008-07-01,2008-07-03,2008-07-08,Monthly,0.3317,0.3317
TLT,2008-06-02,2008-06-04,2008-06-06,Monthly,0.3266,0.3266
TLT,2008-05-01,2008-05-05,2008-05-07,Monthly,0.3364,0.3364
TLT,2008-04-01,2008-04-03,2008-04-07,Monthly,0.4061,0.4061
TLT,2008-03-03,2008-03-05,2008-03-07,Monthly,0.3479,0.3479
TLT,2008-02-01,2008-02-05,2008-02-07,Monthly,0.3288,0.3288
TLT,2007-12-27,2007-12-31,2008-01-03,Monthly,0.3617,0.3617
TLT,2007-12-03,2007-12-05,2007-12-07,Monthly,0.3759,0.3759
TLT,2007-11-01,2007-11-05,2007-11-07,Monthly,0.3938,0.3938
TLT,2007-10-01,2007-10-03,2007-10-05,Monthly,0.3448,0.3448
